,abv,adv_score,avg_rating,beer_desc,beer_name,beer_type,brewery,num_ratings,style_rank,total_rank
6629,7.5%,79.0,3.41,,Sticke It To The Man,Altbier,O'Fallon Brewery,85.0,175.0,46530.0
6631,4.5%,90.0,4.14,,Füchschen Alt,Altbier,Brauerei Im Füchschen,88.0,4.0,4802.0
6633,8.5%,88.0,3.96,"Our Alt is a much stronger version of the traditional Dusseldorf Altbiers. An ancient style from the Rhineland, Altbiers are ales that were virtually wiped out by German lagers in the 1800’s. We use plenty of European hops and German pilsner malts to brew a remarkably clean beer. We then rest it in the cooler for two months to achieve the mellow finish that is the Überalt’s trademark.	",Über Alt,Altbier,Rush River Brewing Company,89.0,13.0,12753.0
6634,5.1%,83.0,3.68,"Our goal is to have a very drinkable beer with a nice smoked quality that will pair well with food and be something a little different. We blend a good amount of German Rauch malt, that is smoked with beachwood, with a US two-row malt, Crystal 40, Crystal 120 and a bit of Pale Chocolate Malt. We use enough US Magnum & Willamette hops to balance the malty sweetness of the German Alt yeast used to ferment the beer. That leaves moderately smokey notes that comes through mostly in the flavor that is balanced with the slight fruity flavor that the Alt yeast will give you. A very session-able smoked ale with enough bitterness to balance the other flavors.	",Scruffy's Smoked Alt,Altbier,Cedar Creek Brewery,89.0,104.0,38121.0
6636,5%,82.0,3.58,,Moby D,Altbier,Buzzards Bay Brewing,94.0,144.0,43146.0
6638,4.9%,80.0,3.51,,Duckstein Rotblondes Original,Altbier,Duckstein GmbH,94.0,164.0,45027.0
6639,4.7%,83.0,3.69,"Festivale is an amber ale, with balanced high-intensity maltiness and hop presence. Caramunich malts give Festivale its colour and a rich caramel sweetness. Festivale bucks the trend of pale summer beers, offering up amber hues and tastiness for a unique result that is both quaffable and refreshing.,
,
40 IBU	",Festivale,Altbier,Beau's All Natural Brewing Company,95.0,99.0,37542.0
6640,5.2%,82.0,3.63,"Altbier is German for “Old Beer”, this refers to the “old” style of brewing using an ale yeast (As opposed to a lager yeast fermentation which is a relatively new process). This beer originated in the Westphalia region of Germany in a town named Dusseldorf. Due to the cool climate of Dusseldorf, Altbiers employee an ale yeast that has evolved over time to ferment at somewhat cooler temperature than that of other ale yeasts. This cool fermentation produces subtle yeast derived esters and leaves a clean malty beer. In addition to this cool clean fermentation, altbiers are then lagered at cold temperatures to help smooth and refine the beer. The result of this is a very clean and hoppy red ale.,
,
Coming in at 6.2% ABV and IBUs Little Red Cap is an easy drinking hop forward beer worthy of its heritage. We use a bit of Cascade hop to give it an “American Twist” while maintaining its German heritage. This beer won a Gold Medal at the 2011 and 2016 GABF and a Bronze at the 2012 GABF. It also won a Silver Award at the 2016 World beer cup. ",Little Red Cap,Altbier,Grimm Brothers Brewhouse,98.0,129.0,41169.0
6641,7.25%,81.0,3.54,,Gravel Road,Altbier,Rahr & Sons Brewing Company,108.0,160.0,44548.0
6642,5.1%,86.0,3.88,"Inspired by the original Alt-style beer of Dusseldorf, Crooked Coast brings together the aromas of German noble hops and Munich malt to produce a very refreshing and mellow ale that is the perfect companion on any shape of coast.	",Crooked Coast Altbier,Altbier,Driftwood Brewery,110.0,22.0,19174.0
6643,5.6%,86.0,3.83,,Simple Means,Altbier,Jester King Brewery,112.0,33.0,24406.0
6644,6%,86.0,3.87,"Malts: Pilsner, Pale, Caramel 60, Caramel 160/ ,
74 IBU / Hops: Magnum, N Brewer, Hallertau,
OG: 15.3ºP FG:4.3ºP / SRM: 19 / 12 month aging	",Série Signature Sticke Alt,Altbier,Les Trois Mousquetaires,112.0,23.0,20164.0
6646,5.2%,84.0,3.73,"Zipline Brewing Co.’s Copper Alt. is an altbier, which is a unique German hybrid between an ale and a lager. This bronzed brew is designed to be extremely drinkable, with subtle nuances of chocolate and hazelnut. A late gift of Sterling hops in this brew leaves a little hoppiness for your palate to ponder before the next sip.,
,
Hops: Magnum, Hallertau & Sterling,
Malts: Pilsner, Carahell, Special B, Caramel, & Carafa,
5.2% ABV,
26 IBU,
,
Gold medal for German-Style Altbier at the GABF 2015.	",Copper ALT.,Altbier,Zipline Brewing Co,118.0,77.0,34655.0
6648,5.25%,83.0,3.64,"Our German style Alt has a brilliant amber hue, and silky smooth medium body. Its light tan head is thick, retaining, and laces the glass all the way down. A Noble hop aroma up front finishes with a caramel malt nose. Our old world brewing method brings out a light toasted-bread flavor you’ll want to savor again and again. It’s a mouthwatering, thirst quenching delight.	",Lighthouse Amber,Altbier,Cheboygan Brewing Company,120.0,126.0,41018.0
6649,7.5%,87.0,3.91,,Hoppeditz,Altbier,Freigeist Bierkultur,130.0,16.0,15820.0
6650,6.3%,81.0,3.58,,Secret Spot Alt Ale,Altbier,Evolution Craft Brewing Company,132.0,146.0,43639.0
6652,5.5%,84.0,3.71,,Hövels Original,Altbier,Hövels Hausbrauerei,132.0,94.0,36471.0
6653,5%,80.0,3.47,,Mission Amber,Altbier,Mission Brewery,147.0,173.0,46251.0
6655,4.9%,84.0,3.72,,Diebels Premium Altbier,Altbier,Brauerei Diebels GmbH & Co KG,149.0,86.0,35741.0
6656,5.5%,86.0,3.84,"An assertively hoppy top-fermented beer, polished by the wisdom and patience of lagering. Think of it as an octogenarian with a punk rock attitude. Slightly dry, this beer pairs well with hearty cuisine. We also suggest sipping it on its own; the complexity will keep you entertained and happy.,
,
45 IBU	",Iron Works Alt,Altbier,Metropolitan Brewing,169.0,27.0,22800.0
6658,4.8%,85.0,3.76,,Frankenheim Alt,Altbier,Privatbrauerei Frankenheim,179.0,62.0,31975.0
6659,5.5%,85.0,3.8,"A Brewing Tradition,
,
This German-style Altbier is our nod to an old world, old school ale. The word “Alt” is German for “old”, and refers to the traditional style of brewing before lager yeast was discovered. Balt is a dark, copper colored brew with a creamy head, a gentle bitterness and a clean, dry finish. Prost Hon!,
,
BITTERNESS (IBU): 45,
COLOR: Copper/Amber,
MALT: Pilsner, Munich,Cara Munich, Carafa,
HOPS: Perle,Tettnang,
YEAST: German Alt	",Balt Altbier,Altbier,Union Craft Brewing Company,196.0,42.0,27427.0
6660,5.1%,84.0,3.75,"One of Warren's favorite pastimes back in the 30's was a trip to the city dump to shoot rats–so much that it was a common date for him and his wife-to-be, Casey. The manager of the city dump was John Schmaltz–hence the nickname ""Schmaltz"" Marti. We hope you enjoy our Schmaltz's Alt, a creamy smooth dark alt brewed even better than before.	",Schell's Schmaltz's Alt,Altbier,August Schell Brewing Company,196.0,69.0,33063.0
6661,5%,85.0,3.81,,Alt-eration Ale,Altbier,Hops & Grain Brewing,201.0,36.0,26181.0
6663,4.5%,83.0,3.69,"This is traditional style of altbeir from Düsseldorf, Germany. Alt literally means old in German. Staying as true to the recipe as possible, the Headwall Alt is brewed using German malts, plus German and American hops. Like the Pale Ale, the Headwall Alt is cold conditioned, dry-hopped and krausened in the bottle or keg. Similar to the Pale Ale, the process takes about 30 days.	",Headwall Alt,Altbier,Tuckerman Brewing Co.,219.0,100.0,38511.0
6664,4.9%,84.0,3.71,"Ishmael is our richly-flavored American copper ale. This American interpretation of the altbiers of Düsseldorf is brewed with continental Munich malt, American-grown hops, and a clean-fermenting ale yeast to produce a slightly sweet and malty beer balanced by a firm bitterness.	",Ishmael,Altbier,Rising Tide Brewing Company,231.0,93.0,36913.0
6665,5.5%,81.0,3.57,"Three Blind Mice is inspired by our favorite qualities from English brown ales, German altbiers, and Irish reds. Mother’s trio of beer connoisseurs sipped away many a night, working to find this ideal combination. Mother’s beautiful brown beer is medium-bodied with caramel, toffee, and subtle chocolate malt flavors—all balanced by moderate hop notes and a clean, dry finish.,
,
Three Blind Mice combines components of several malty beers for the unique brown beer experience you've been missing. After lots of research to find the perfect styles for our base, the clear winners were the lighter body and caramel characters of Irish red ales, the soft chocolate and toffee flavors from English brown ales, and the hop component and balance of German altbiers. We used traditional elements from each beer style and added our own touch for one incredible brown beer.,
,
24 IBU	",Three Blind Mice,Altbier,Mother's Brewing Company,252.0,153.0,44537.0
6666,8.5%,88.0,3.96,"A Doppelsticke Altbier brewed for Victory Brewing's 10th Anniversary, released in Feb 2006 and debuting at BeerAdvocate's 3rd Annual Extreme Beer Fest in 2006. A dark ale with malty depth, but with the fragrance and bold, brassy tang of European hops. 8.5%. According to Victory, they believe that this could be the first Doppelsticke brewed in the US.	",Ten Years Alt,Altbier,Victory Brewing Company - Downingtown,266.0,11.0,10405.0
6667,5.2%,77.0,3.37,The name isn’t a coincidence. This Düsseldorf style Altbier blends caramelized malted barley with pronounced hop character to create a subtle copper hue. Copperhead Ale is famous for its signature balanced flavor & impeccable smoothness.	,Copperhead Ale,Altbier,Fordham Brewing Company,282.0,183.0,47858.0
6668,7.7%,90.0,4.07,"This fruity, estery double altbier is brewed in the traditional-ish style of the Doppelsticke, which is the widely known secret Germanic-esque strong ale. Like it's California Common counterpart, we fermented this ale at a lower temperature to pull out the sulphur-y bite from the yeast, then dry-hopped it with some dank, Sticky hops, including some brand-spankin'-new Enigma hops from the great Down Under! ,
,
66 IBUs	",Doppel Sticky,Altbier,Lagunitas Brewing Company,283.0,5.0,5039.0
6669,5.6%,83.0,3.69,"This ale is the first brewed in Kansas since pioneering days. The name ""Ad Astra comes from the Kansas State Motto - Ad Astra per Aspera, Latin words meaning ""To the Stars through Difficulties"". We've blended Pale, Caramel, and Munich malts for a rich amber beer. The hops balance this malty sweetness, and we've chosen Northern brewer and Fuggles hops for their flavor.,
,
24 IBU	",Ad Astra Ale,Altbier,Free State Brewing Co.,298.0,101.0,38713.0
6670,5.1%,80.0,3.53,"Check out a piece of Nashville brewing history! Gerst Brewery was the original Nashville brewery, but never recovered after prohibition. We are excited to partner with the Chandler Family, owners of the Gerst Haus Restaurant, to bring this beer back right where it belongs – Nashville, Tennessee.,
,
This is a very “clean” beer, with mostly German malts and a hint of flaked maize, remaining as true as possible to the original Gerst recipe.,
,
11 IBUs	",Gerst Amber,Altbier,Yazoo Brewing Company,301.0,166.0,45616.0
6671,4.7%,89.0,4.0,"Uerige Alt is the most bittered beer in Germany. In spite of this (or just for that reason), this legendary Altbier from Düsseldorf is so full-bodied, aromatic and wholesome.,
,
Our top-fermented specialty has been brewed since 1862 from barley malt, caramel malt, roasted malt, hops, water - and with our very special Uerige yeast.,
,
Our Uerige Alt is regularly chosen among the ten best beers in Germany. It has an alcohol content of 4.7% and a minimum fresh date of eight weeks.,
,
Unser Uerige Alt wird regelmäßig unter die zehn besten Biere Deutschlands gewählt. Es hat einen Alkoholgehalt von 4,7% und ein Mindestfrischedatum von acht Wochen.	",Altbier,Altbier,Uerige Obergärige Hausbrauerei,352.0,8.0,7640.0
6672,5.1%,84.0,3.7,,Original,Altbier,Brauerei Pinkus Mueller,437.0,97.0,38119.0
6673,4.8%,91.0,4.1,"OMB’s flagship, Copper, is an authentic Düsseldorf style “Altbier” or Amber Ale. There are no crazy flavors or gimmicks with Copper – its full-flavored start transitions to a smooth, balanced, easy-drinking finish. It’s the beer that tastes like beer.	",Copper,Altbier,The Olde Mecklenburg Brewery,445.0,3.0,3866.0
6674,5%,82.0,3.6,,Southampton Altbier,Altbier,Southampton Publick House,481.0,143.0,43891.0
6675,5.3%,79.0,3.46,"Classified as a German Altbier by the Widmer Brothers; brewed with an (ale) Alt yeast strain.,
,
availability: early Aug. - late Oct.,
bitterness : 28 IBU,
original gravity: 13.5° PLATO	",Okto Festival Ale,Altbier,Widmer Brothers Brewing Company,500.0,176.0,47004.0
6676,6%,91.0,4.1,,Sticke,Altbier,Uerige Obergärige Hausbrauerei,514.0,2.0,3795.0
6677,7.2%,85.0,3.78,"Called 'Dark Double Alt' on the label.,
,
Seize the season with Sleigh'r. Layers of deeply toasted malt are balanced by just enough hop bitterness to make it deceivingly drinkable. Paired with a dry finish, Sleigh’r is anything but your typical winter brew.,
,
An Alt ferments with Ale yeast at colder lagering temperatures. This effect gives Alts a more refined, crisp lager-like flavor than traditional ales. The Alt has been “Ninkasified” raising the ABV and IBUs. Sleigh'r has a deep, toasted malt flavor that finishes dry and balanced.,
,
50 IBU	",Sleigh'r Dark Doüble Alt Ale,Altbier,Ninkasi Brewing Company,621.0,50.0,29567.0
6678,5.3%,83.0,3.67,"Just cause it's dark and German doesn't mean it's an alt. Based on the obscure Kottbusser style of beer, this surprisingly dry beer retains all the aroma and nuance of honey (from bees) and molasses (not from bees) creating a perception of sweetness through cool, controlled fermentation. Because we're sweet enough damn it. ,
,
18 IBU	",Scurry,Altbier,Off Color Brewing,663.0,111.0,40536.0
6680,8.5%,92.0,4.15,,Doppelsticke,Altbier,Uerige Obergärige Hausbrauerei,698.0,1.0,2640.0
6681,5%,81.0,3.58,"Long Trail Ale is a full-bodied amber ale modeled after the “Alt-biers” of Düsseldorf, Germany. Our top fermenting yeast and cold finishing temperature result in a complex, yet clean, full flavor. Originally introduced in November of 1989, Long Trail Ale beer quickly became, and remains, the largest selling craft-brew in Vermont. It is a multiple medal winner at the Great American Beer Festival.,
,
25 IBU	",Long Trail Ale,Altbier,Long Trail Brewing Co.,1406.0,151.0,44800.0
6682,7.2%,87.0,3.9,"This malty, full-bodied double alt is also known as “Stickebier” – German slang for “secret brew”. Long Trail Double Bag was originally offered only in our brewery taproom as a special treat to our visitors. With an alcohol content of 7.2%, please indulge in moderation. The Long Trail Brewing Company is proud to have Double Bag named Malt Advocate’s “Beer of the Year” in 2001. Malt Advocate is a national magazine devoted to “expanding the boundaries of fine drinks”. Their panel of judges likes to keep things simple, and therefore of thousands of eligible competitors they award only two categories: “Imported” and “Domestic”. It is a great honor to receive this recognition.,
,
33 IBU	",Double Bag,Altbier,Long Trail Brewing Co.,1768.0,14.0,14433.0
6683,5.3%,83.0,3.65,"Richly malty and long on the palate, with just enough hop backing to make this beautiful amber colored ""alt"" style beer notably well balanced.	",Amber,Altbier,Alaskan Brewing Co.,2202.0,125.0,42006.0
6684,5.5%,84.0,3.7,A blend of seven unique malts give this brown ale an earthy aroma and a flavor reminiscent of caramel with a slightly creamy finish.	,Madtown Nutbrown,Brown Ale - American,Ale Asylum,409.0,548.0,38076.0
6685,6.8%,82.0,3.61,"A hoppy brown ale built for winter's deepest days, ""Sick Day"" is knee-deep in piney, spicy hop flavors and nicely balanced by a warming, toasty malt presence that'll warm your soul after a day in the snow.,
,
Grab your gear and call out, because some days are too good to miss.,
,
Recipe change from IPA to Hoppy Brown Ale in 2015.	",Sick Day,Brown Ale - American,Long Trail Brewing Co.,444.0,648.0,43467.0
6686,13%,95.0,4.29,imperial brown ale aged in whiskey barrels with coffee added.	,Coffee Okie,Brown Ale - American,Prairie Artisan Ales,447.0,6.0,1051.0
6687,5.1%,95.0,4.31,"Mahogany hued ale infused with coffee, vanilla beans and cacao nibs.,
,
45 IBU	",Cacao Bender,Brown Ale - American,Surly Brewing Company,497.0,4.0,910.0
6688,6.2%,79.0,3.46,Based on an English style brown with a decidedly American Twist. A medium body carries flavors of biscuit and caramel while a distinct hop bitterness prevails in the finish.	,Snow Roller,Brown Ale - American,Magic Hat Brewing Company,501.0,697.0,47005.0
6689,5.2%,82.0,3.6,"A complex yet smooth blend of bold dark malts revealing hints of chocolate, coffee and toffee paired with a lovely hop character.	",He'Brew Messiah Nut Brown Ale,Brown Ale - American,Shmaltz Brewing Company,520.0,660.0,43922.0
6690,8.8%,96.0,4.33,"Picture custardy French toast, infused with cinnamon and vanilla, fresh from the griddle and drizzled with warm maple syrup. Now picture that in a glass. Boom. Mind blown.	",French Toast,Brown Ale - American,Funky Buddha Brewery,521.0,2.0,774.0
6691,6.8%,85.0,3.78,Originally brewed for Boulder Beer's 30th Anniversary. An India Brown Ale. 65 IBU	,Flashback Ale,Brown Ale - American,Boulder Beer / Wilderness Pub,525.0,366.0,29570.0
6692,7.7%,83.0,3.66,"Every year we brew a brown ale to celebrate the holidays. To make each year’s special, we alter the recipe. This year we wrapped caramel and dark fruit malt flavors inside a creamy toasty brown ale. May your holidays be filled with Festivity.	",Festivity Ale,Brown Ale - American,Goose Island Beer Co.,531.0,612.0,41109.0
6693,13.2%,95.0,4.29,Imperial Brown Ale - This beer is then aged for up to a year in used Heaven Hill bourbon barrels.	,Bravo 2017,Brown Ale - American,Firestone Walker Brewing Co.,542.0,5.0,1014.0
6694,6%,93.0,4.2,"Brown ale brewed with peanuts, raspberries and strawberries	",No Crusts,Brown Ale - American,Funky Buddha Brewery,543.0,8.0,1910.0
6695,6.1%,85.0,3.8,,Sweet Josie Brown Ale,Brown Ale - American,Lonerider Brewing Company,570.0,310.0,27162.0
6696,4.5%,84.0,3.74,,Decadent Dark Chocolate Ale,Brown Ale - American,Atwater Brewery,578.0,458.0,34474.0
6697,9.15%,86.0,3.83,"Good Humans was originally created to showcase one of Briess Malting Company’s new malt varieties. Originally planned as a one-off beer, it quickly became a favorite brew. Good Humans is a Double Brown Ale made with Carabrown Malt and dry hopped with Simcoe and Golding hops. The brew has sweet malty esters that are met by huge toasted caramel and toffee flavors. The finish is dry with a bouquet of hops.,
,
40 IBU	",Good Humans Ale (Dry Hopped Double Brown Ale),Brown Ale - American,Short's Brewing Company,578.0,247.0,23297.0
6698,6.3%,87.0,3.89,"Peter Brown Tribute Ale is malty American Brown Ale, brewed with molasses, brown sugar, and hopped with Cascade and Centennial. It's just the way Pete would have wanted it.,
,
2009 California State Fair - GOLD,
2009 North American Brewers Association – GOLD,
2006 Great American Beer Festival® Brown Porter – BRONZE,
2004 Great American Beer Festival® Brown Porter – GOLD	",Peter Brown Tribute Ale,Brown Ale - American,Bear Republic Brewing Co.,626.0,136.0,15883.0
6699,7%,82.0,3.6,"Our fall seasonal combines the malty goodness of a German lager with the clean crispness of an American ale. Brewed with Munich malts and a delicate blend of Bavarian hops, it's a full-bodied treat with a nutty-sweet middle, a warming alcohol level and notes of toasted grains. A pre-winter winner.,
,
21 IBU	",Autumn Ale,Brown Ale - American,Breckenridge Brewery,626.0,662.0,43975.0
6700,12%,92.0,4.14,Imperial brown ale aged in oak whiskey barrels.	,Okie,Brown Ale - American,Prairie Artisan Ales,627.0,14.0,2838.0
6701,11.9%,96.0,4.36,"Barrel-Aged Sumatra Mountain Brown,
,
Underground Mountain Brown is the harmonious drinking experience only achieved when our imperial brown ale, earthy Sumatra coffee and a year aging in caves below Grand Rapids comes together. A team of malts complement the bold sumatra coffee perfectly, while time spent immersed in oak creates layers of depth and complexity. A celebration of the barrel, the bean and everything in between.,
,
30 IBU	",Underground Mountain Brown,Brown Ale - American,Founders Brewing Company,642.0,1.0,580.0
6702,9%,85.0,3.75,"Commemorating the 10th anniversary of Tommyknocker Brewery, this special brew is meticulously crafted with pure maple syrup, the highest quality chocolate and crystal malts and is accented with the finest blend of European and American hops. Imperial Nut Brown Ale, at 9.8% alcohol by volume, is a bigger, bolder version of their Maple Nut Brown.	",Imperial Nut Brown Ale,Brown Ale - American,Tommyknocker Brewery,652.0,432.0,33393.0
6703,4.9%,83.0,3.65,"Many Mexican beer styles today are descendants of old Austrian styles, from when Austria ruled Mexico in the late 19th century. Our Dos Perros is made with German Munich malt, English Pale malt, and Chocolate malt, and hopped with Perle and Saaz hops. To lighten the body, as many Mexican brewers do, we add a small portion of flaked maize. The result is a wonderfully bready malt aroma, balanced with some maize sweetness and a noble hop finish.,
,
21 IBU	",Dos Perros,Brown Ale - American,Yazoo Brewing Company,669.0,619.0,41818.0
6704,5.7%,79.0,3.49,"Formerly called ""Hemp Ale"".	",Humboldt Brown (Ale Brewed With Hemp),Brown Ale - American,Humboldt Brewing Co.,672.0,694.0,46617.0
6705,8%,93.0,4.17,"An amplified brown ale, the beer is brewed with liberal additions of coffee from local San Diego roasters, Ryan Brothers, and cocoa nibs sourced from famed San Francisco chocolate maker TCHO.	",Board Meeting,Brown Ale - American,Port Brewing,672.0,11.0,2324.0
6706,5.6%,84.0,3.73,The Duck-Rabbit Brown Ale is an American brown brewed with loads of hops from start to finish (it's hoppy and beautifully bitter). Amarillo boil hops provide a spicy citrusy bitterness. Saaz dry hops offer a refined flowery aroma. These hops are supported by seven varieties of malt. The Duck-Rabbit Brown Ale is a great choice for anyone who appreciates assertive hops and nutty toasted malt flavors – oh yeah!	,Brown Ale,Brown Ale - American,The Duck-Rabbit Craft Brewery,704.0,490.0,35505.0
6707,5.8%,85.0,3.75,"Dirty Little Freak Coconut Caramel Chocolate Brown Ale, first brewed in 2014, takes the traditional American Brown Ale and gives it a sensual new twist – Coconut! This medium-bodied, 5.8% abv brown ale is a feast for the senses from its dominant blend of warm, roasted malt, coconut, caramel, and chocolate flavors barely restrained by a gentle hop bite, to its tantalizingly satisfying finish. But if you submit to our Dirty Little Freak, be warned: there is no safe word.	",Dirty Little Freak,Brown Ale - American,DuClaw Brewing Company,759.0,433.0,33404.0
6708,6%,92.0,4.13,"George was our grandfather’s brother, and Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.,
,
George is our American Brown Ale. Hopped, rightfully so, with Centennial, Cascade, and a touch of Columbus…	",George,Brown Ale - American,Hill Farmstead Brewery,761.0,17.0,2983.0
6709,7%,86.0,3.81,"Bellaire Brown is our flagship Brown Ale. Full-flavored with notes of sweet caramel, chocolate, and toasted malt, Bellaire Brown is balanced with a mild and earthy hop quality. This ale is dark and rich with a medium body. It’s hardly classifiable as a brown, but is certainly considered a delicious masterpiece.,
,
Bellaire Brown was originally created to appeal to people who enjoyed drinking coffee, and to beer drinkers who are not interested in hoppy options. When Joe Short was creating the Bellaire Brown recipe, he desired a beer that was meatier and burlier than most browns. Bellaire Brown is a great gate-way beer for drinkers to be introduced to darker beer varieties.,
,
19 IBU	",Bellaire Brown Ale,Brown Ale - American,Short's Brewing Company,808.0,286.0,25766.0
6710,6%,85.0,3.76,"At Grand Teton Brewing, we are very fortunate to live in one of the greatest places on earth. The beauty, wildlife, mountains, clear water and endless activities found right here in our backyard make for an outdoor playground paradise.,
,
One of these local landmarks is Bitch Creek. Similar to the water used in our brewing process, Bitch Creek is spring fed and flows out of the west side of the Grand Tetons. It’s a popular playground for kayakers and fishermen alike. Bitch Creek American Brown Ale is named for this local landmark. Since 2004, it’s become one of the most award-winning beers in the industry having claimed 15 gold medals at national events. ,
,
Bitch Creek perfectly balances big malt sweetness and robust hop flavor for a full bodied, satisfying mahogany ale. Like the stream for which it is named, our Bitch Creek American Brown Ale is full of character... not for the timid.,
,
Specifications,
,
Malts: Idaho 2-Row malted barley, German Melanoidin, CaraAmber, CaraAroma & CaraMunich ,
Hops: Galena, Chinook, and Centennial. ,
Original Gravity (Plato): 15.0° ,
International Bitterness Units: 60,
Alcohol by Volume: 6.0% ,
Lovibond: 18°,
,
Formerly called ""Bitch Creek ESB (Extra Special Brown)""	",Bitch Creek American Brown Ale,Brown Ale - American,Grand Teton Brewing Co.,831.0,412.0,32265.0
6711,6%,84.0,3.71,Single hopped with Citra.	,Brekle's Brown,Brown Ale - American,Anchor Brewing Company,867.0,533.0,37456.0
6712,6%,84.0,3.74,"Deep in the darkest depths of Rock Lake dwells a great saurian known today as Rocky. The legend of Rocky is old. The ancient inhabitants of Aztalan warned of the beast by building a giant serpent mound at the lake's edge. The early residents of Lake Mills were forewarned of a guardian placed in its lake to protect its sacred stone tepees. And history tells of numerous encounters with Rocky, who became a source of great worry and fear. Although not seen for over a century, divers still experience a feeling of dread and being watched. Enjoy Rocky's Revenge, our offering to this legendary protector of Tyranena.	",Rocky's Revenge Bourbon Brown,Brown Ale - American,Tyranena Brewing Company,909.0,459.0,34553.0
6713,5.2%,82.0,3.61,,Samuel Adams Hazel Brown,Brown Ale - American,Boston Beer Company (Samuel Adams),918.0,655.0,43705.0
6714,8.4%,89.0,3.97,,Durty Mud Season,Brown Ale - American,Smuttynose Brewing Company,924.0,62.0,8791.0
6715,4.5%,78.0,3.44,"A touch of Maple Syrup is added to each barrel of our award winning Maple Nut Brown Ale to impart a roasted sweetness. This addition balances the nut flavor produced by Munich, caramel and chocolate malts used in the brewhouse, producing a drinkable brown ale.	",Maple Nut Brown Ale,Brown Ale - American,Tommyknocker Brewery,950.0,702.0,47406.0
6716,6.5%,84.0,3.7,,Cabin Fever,Brown Ale - American,New Holland Brewing Company,1023.0,554.0,38368.0
6717,5.2%,77.0,3.38,"Formerly Pecan Harvest Ale,
,
Pecan Harvest Ale is made with real Louisiana pecans that have been toasted to perfection. That makes it something really special, because most beers with a nutty flavor or aroma aren’t made with real nuts. The natural oils from the Louisiana pecans give the ale a light pecan finish and aroma.,
,
20 IBU	",Pecan Ale,Brown Ale - American,Abita Brewing Co.,1127.0,710.0,48017.0
6718,9%,91.0,4.07,"We love a well-balanced brown ale. Especially a brown ale of the hazelnut coffee persuasion. Case in point: Frangelic Mountain Brown. Initially brewed and released in bottles in 2012, this deliciously sweet and nutty coffee brown ale quickly became a favorite amongst beer fans and inspired us to continue pushing the coffee and beer envelope. Turns out your new favorite coffee drink is a beer.	",Frangelic Mountain Brown,Brown Ale - American,Founders Brewing Company,1459.0,30.0,4268.0
6719,5.5%,82.0,3.64,"Koko Brown's distinctive, nutty aroma and flavor comes from real, toasted coconut blended into each brew. One sip of this smooth, mahogany colored ale and you'll feel like you're on a warm, sun drenched beach in Hawaii. Crack one open!	",Koko Brown,Brown Ale - American,Kona Brewing Co.,1517.0,630.0,42463.0
6720,9%,95.0,4.3,"This bold, imperial brown ale gets its body from a team of malts including Caramel malt for sweetness, flaked barley for dense foam, a bit of Chocolate malt for its deep color and Aromatic and Munich malts to add even more depth. German and Perle hops add a touch of bitterness to balance the malty sweetness. The addition of rich Sumatra coffee takes this perfectly balanced imperial brown ale to a decadent level.	",Sumatra Mountain Brown,Brown Ale - American,Founders Brewing Company,1763.0,3.0,836.0
6721,5.5%,91.0,4.09,"Here's what happens when substance meets smooth. This oatmeal brown ale defies traditional categories. Bender begins crisp and lightly hoppy, complemented by the velvety sleekness oats deliver. Belgian and British malts usher in cascades of cocoa, coffee, carmel and hints of vanilla and cream. An easy-drinking ale with many layers of satisfaction.	",Bender,Brown Ale - American,Surly Brewing Company,1996.0,24.0,3706.0
6722,5.5%,87.0,3.9,"Chocolate malt gives this beer a brown sugar maltiness with hints of vanilla and nuts, while subtle hopping gives it an overall drinkability that’s second to none.,
IBUs: 17	",Ellie's Brown Ale,Brown Ale - American,Avery Brewing Company,2230.0,116.0,14394.0
6723,5.6%,83.0,3.65,"This is the award-winning original American brown ale, first brewed as a holiday specialty, and now one of our most popular beers year-round. Northern English brown ales tend to be strong and dry, while southern English brown ales are milder and sweeter. Brooklyn Brown Ale combines the best of those classic styles and then adds an American accent in the form of a firm hop character and roasty palate. A blend of six malts, some of them roasted, give this beer its deep russet-brown color and complex malt flavor, fruity, smooth and rich, with a caramel, chocolate and coffee background. Generous late hopping brings forward a nice hop aroma to complete the picture. Brooklyn Brown Ale is full-flavored but retains a smoothness and easy drinkability that has made it one of the most popular dark beers in the Northeast.	",Brown Ale,Brown Ale - American,Brooklyn Brewery,2433.0,621.0,42019.0
6724,7.85%,88.0,3.94,"Rich, smooth, dangerous, and chocolatey. It's a big ol' hoppy Imperial Brown Ale to help you with your slippery slide on into the heat of the night.	",Wilco Tango Foxtrot,Brown Ale - American,Lagunitas Brewing Company,2691.0,83.0,10682.0
6725,5.5%,93.0,4.18,Bender steeped cold for 24 hours in coarsely ground coffee beans from the Vinca Vista Hermosa plantation in Guatemala.	,Coffee Bender,Brown Ale - American,Surly Brewing Company,2764.0,9.0,1939.0
6726,6.7%,88.0,3.94,"Old Brown Dog has been cited as a classic example of the “American Brown Ale” style of beer. Compared to a typical English Brown Ale, Old Brown Dog is fuller-bodied and more strongly hopped.,
,
18 IBU	",Old Brown Dog,Brown Ale - American,Smuttynose Brewing Company,2775.0,82.0,10677.0
